order_id;client_id;client_name;product_id;product_name;quantity;unit_price;order_date;delivery_date;status;region;sales_rep;operational_data
ORD-000892;CLI-0122;IronBridge Systems;PRD-0067;Signal Booster SB7;474;5193.27;05-02-2023;03-May-2023;pending;Central;Alice Martin;"{""flags"": {""is_bulk"": yes}}"
ORD-003733;CLI-0172;Solaris Networks;PRD-0906;Relay Module 12A;188; 1148.39 ;2023-05-07;14/05/2023;pending;South;Clara Hughes;"{""flags"": {""is_bulk"": yes}}"
ORD-004446;CLI-0906;PinPoint Retail;PRD-0015;Cooling Unit CU8;120;8394.04;30/10/2023;02-Nov-2023;pending;West;Bob Carter;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""8a53807c4d69e885e45c84b891c54aa7"", ""platform"": ""api"", ""version"": ""1.9.17""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004753;CLI-0182;Solaris Networks;PRD-0005;Network Switch NS2;362;4291.62;21/12/2022;2023-01-02;shipped;South;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""518d8435c4c12ca8a479b4746ae2423d"", ""platform"": ""api"", ""version"": ""4.8.8""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004150;CLI-0188;JetPath Services;PRD-0026;Industrial Sensor v2;263;5799.91;09-04-2023;10/10/2023;delivered;South;Hassan Ali;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""da5c9d440b8c1410be39e7cd17ad3426"", ""platform"": ""web"", ""version"": ""1.9.6""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000232;CLI-0038;Luminary Group;PRD-0006;Relay Module 12A;470;3421.41;11-01-2023;30-Dec-2023;delivered;Central;Irene Lopes;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""1758a444485ee954d8646ace2c4a585c"", ""platform"": ""mobile"", ""version"": ""1.4.20""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001112;CLI-0172;NovaTech Solutions;PRD-0021;Relay Module 12A;85;2977.71;2024-01-06;02/03/2024;confirmed;East;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": """"}, ""device"": {""fingerprint"": ""e25b742ac144c154a2058558591ea9e3"", ""platform"": ""api"", ""version"": ""4.7.8""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001246;CLI-0016;Meridian Exports;PRD-0011;Control Panel X1;185;2701.55;2024-08-26;04/09/2024;shipped;Central;Frank Duval;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""9d375181ae20a646f71a0fd2a75ee47f"", ""platform"": ""web"", ""version"": ""1.5.5""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004149;CLI-0105;Horizon Tech;PRD-0082;Signal Booster SB7;121;8769.17;2023-05-16;21-May-2023;delivered;North;Hassan Ali;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""9139249bc8063687d7a5a12b3cb332b9"", ""platform"": ""web"", ""version"": ""2.1.1""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004350;CLI-0175;BlueWave Industries;PRD-0012;Data Logger Pro;335;5820.89;12-17-2022;01-17-2023;pending;East;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""7cc1105e29922422e066cb162367480c"", ""platform"": ""api"", ""version"": ""4.8.16""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-000755;CLI-0049;Luminary Group;PRD-0013;Flow Meter FM9;128;7916.61;04/03/2024;2024-04-15;confirmed;Central;Frank Duval;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""0ae69cfd04a9b2af7e36c6e3d9f066f6"", ""platform"": ""api"", ""version"": ""3.0.16""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003645;CLI-0102;Keystone Analytics;PRD-0031;Industrial Sensor v2;332;6855.70;2023-03-11;14-Apr-2023;delivered;East;Alice Martin;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""e75caf9cabd84a8f8fda0d6588ed1bf6"", ""platform"": ""web"", ""version"": ""3.8.16""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001726;CLI-0172;Evergreen Solutions;PRD-0026;Pressure Gauge PG4;409;9114.19;06-12-2022;15-Jun-2022;shipped;South;Frank Duval;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""08f5aa22bdeed1c9354b276838b9de59"", ""platform"": ""api"", ""version"": ""1.0.2""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004108;CLI-0020;  Evergreen Solutions  ;PRD-0039;Wireless Module WM1;469;1455.33;21/09/2024;12/10/2024;pending;Central;Alice Martin;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""e0148021d6415c464d815ecd0c85930b"", ""platform"": ""api"", ""version"": ""3.3.17""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004365;CLI-0104;Horizon Tech;PRD-0049;Network Switch NS2;359;7784.57;09-16-2024;09-29-2024;confirmed;West;Irene Lopes;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""b396ac10aab91df266d7b9c54d89ef27"", ""platform"": ""mobile"", ""version"": ""1.4.8""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002972;CLI-0184;JetPath Services;PRD-0056;Smart Gateway 500;269;9897.37;2023-12-20;22/01/2024;;South;Elena Moss;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""47bdce0cf7aa8c3307c6165560c311ff"", ""platform"": ""desktop"", ""version"": ""2.8.5""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002845;CLI-0191;Horizon Tech;PRD-0053;Smart Gateway 500;3;640.71;20/07/2022;10/09/2022;pending;East;Hassan Ali;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""57e6d65509560531643c67067d9c8995"", ""platform"": ""api"", ""version"": ""1.3.10""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-002588;CLI-0137;NovaTech Solutions;PRD-0010;Data Logger Pro;135;$8313.19;18-Apr-2022;09/05/2022;confirmed;North;Frank Duval;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""4e5b575f06e5e4cf486d109cb4d3d47d"", ""platform"": ""api"", ""version"": ""1.4.12""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-000012;CLI-0077;JetPath Services;PRD-0055;Signal Booster SB7;486;7629.74;2023-06-26;08/08/2023;cancelled;North;  Clara Hughes;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""3bb7aecaae68aed124b941bbf8710654"", ""platform"": ""web"", ""version"": ""2.9.18""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003705;CLI-0125;RedLine Operations;PRD-0013;Power Converter DC;480;8844.11;2023-12-09;01-14-2024;cancelled;South;Hassan Ali;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""e4756e72e54ec55f0a4e4a41377af384"", ""platform"": ""web"", ""version"": ""1.6.12""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001707;CLI-0171;  Solaris Networks  ;PRD-0096;Temperature Unit T3;296;3424.78;01-11-2024;09/03/2024;confirmed;West;Irene Lopes;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""0be0a2e132803ec2304a7a1681ffb0f9"", ""platform"": ""web"", ""version"": ""2.2.9""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-003666;CLI-0903;IronBridge Systems;PRD-0904;Battery Pack BP3;423;3080.43;16-Aug-2024;22-Sep-2024;cancelled;North;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""3a4e5941dfce17d04446e2af62df4b0a"", ""platform"": ""api"", ""version"": ""1.4.14""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001348;CLI-0072;Luminary Group;PRD-0041;Network Switch NS2;188;2616.69;2023-11-12;2023-12-14;confirmed;West;David Osei;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""a4f519cb9d9206f112dece186f090ae6"", ""platform"": ""web"", ""version"": ""2.1.5""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001037;CLI-0028;Acme Corp;PRD-0020;Flow Meter FM9;293;6799.13;08-Apr-2022;2022-04-30;confirmed;South;Elena Moss;"{""device"": {""fingerprint"": ""abc123"" ""platform"": ""web""}}"
ORD-002490;CLI-0078;Keystone Analytics;PRD-0097;Edge Router ER6;243;8865.48;2022-08-04;07-Aug-2022;cancelled;West;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""242cf8df347e6d12dc5a1ab9e52c9007"", ""platform"": ""mobile"", ""version"": ""1.7.18""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000463;CLI-0003;Evergreen Solutions;PRD-0026;Signal Booster SB7;326;565.46;2024-07-17;08-13-2024;delivered;Central;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""a0e23672b06fc49943994dbadcb27b53"", ""platform"": ""web"", ""version"": ""2.3.0""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003975;CLI-0051;Luminary Group;PRD-0019;Cooling Unit CU8;203;5567.10;03/07/2024;07-11-2024;delivered;West;James Ford;NULL
ORD-001379;CLI-0139;Crestline Partners;PRD-0097;Network Switch NS2;265pcs;3773.95;08-25-2022;09-22-2022;pending;South;Hassan Ali;"{""shipping_method"": ""standard"", ""contact_email"": ""ops24@novatech.io"", ""expedited"": false}"
ORD-003070;CLI-0167;  RedLine Operations  ;PRD-0094;Signal Booster SB7;32;472.44;29-Jun-2023;26/07/2023;shipped;North;Grace Kim;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""0abacc75714c7dd6031fb4286437560d"", ""platform"": ""api"", ""version"": ""4.9.10""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003546;CLI-0026;Crestline Partners;PRD-0073;Power Converter DC;458;8879.33;2023-09-09;15-Sep-2023;confirmed;Central;Frank Duval;"{""shipping"": {""method"": ""express"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""03e31020490c6be1ee3f117b5e956af5"", ""platform"": ""web"", ""version"": ""1.4.1""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003932;CLI-0192;TrueNorth Holdings;PRD-0060;Relay Module 12A;59 units;1052.37;20/10/2022;18/12/2022;delivered;East;Alice Martin;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""435c1d7f9958a8b4e026a35aaf87fc94"", ""platform"": ""mobile"", ""version"": ""1.6.5""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-002767;CLI-0194;NovaTech Solutions;PRD-0079;Smart Gateway 500;370;1652.06;2024-01-28;02-26-2024;shipped;Central;  Hassan Ali;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""df413160019b3249066fdb6d6e56f370"", ""platform"": ""mobile"", ""version"": ""3.9.18""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-002840;CLI-0116;  PinPoint Retail  ;PRD-0068;Control Panel X1;356;4209.78;09-Mar-2024;;confirmed;North;James Ford;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""43c481aebbd432ff6ff44d3b040ecd01"", ""platform"": ""api"", ""version"": ""1.0.9""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-004522;CLI-0181;FastTrack Ltd;PRD-0066;Flow Meter FM9 ;302;8769.15;06-23-2023;07-10-2023;shipped;Central;Grace Kim;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""0fe8186f7f953fb5d02599609c38647d"", ""platform"": ""api"", ""version"": ""4.8.6""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-000619;CLI-0067;Crestline Partners;PRD-0071;Smart Gateway 500;81;6102.04;21/11/2024;2024-12-06;cancelled;East;David Osei;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""af39873b0199d4f47aad0cf0f714d6d9"", ""platform"": ""desktop"", ""version"": ""2.9.12""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-000426;CLI-0054;  IronBridge Systems  ;PRD-0054;Flow Meter FM9;276;9769.79;11-Nov-2024;2025-01-08;cancelled;Central;  David Osei;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""9a63dc92fcbf1a70531e0ba917227808"", ""platform"": ""desktop"", ""version"": ""4.0.15""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001179;CLI-0014;Delta Logistics;PRD-0903;Industrial Sensor v2;393;3525.27;04-05-2024;2024-04-13;cancelled;West;Irene Lopes;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""7cf3219091982a8e9efd499d36fe9a61"", ""platform"": ""desktop"", ""version"": ""1.3.7""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004098;CLI-0079;Crestline Partners;PRD-0091;Industrial Sensor v2;455;5755.87;2023-02-23;2023-03-13;pending;North;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""efb376e7f02f2b7bb7e95ca077a3fc2a"", ""platform"": ""api"", ""version"": ""4.3.13""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001519;CLI-0130;Delta Logistics;PRD-0032;Signal Booster SB7;124;8158.21;2023-06-11;15-Jul-2023;cancelled;West;David Osei;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""182ed23085aa2eaffa95d42e84729c2c"", ""platform"": ""web"", ""version"": ""4.1.16""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003199;CLI-0034;Delta Logistics;PRD-0012;Battery Pack BP3;467;2854.98;24-Dec-2023;;confirmed;North;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""a574a8cc3b3bfb550ee468d4338c7712"", ""platform"": ""desktop"", ""version"": ""4.0.10""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003081;CLI-0127;Meridian Exports;PRD-0029;Industrial Sensor v2;423;7106.18;2024-06-29;28/08/2024;cancelled;West;Hassan Ali;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""29d9688b545091adb3926913b5124ae3"", ""platform"": ""desktop"", ""version"": ""4.5.0""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000933;CLI-0062;Solaris Networks;PRD-0006;Battery Pack BP3 ;473;4812.62;28-Oct-2024;11-16-2024;shipped;South;Clara Hughes;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""55bde42270925bd44dc260f53cf97b20"", ""platform"": ""mobile"", ""version"": ""3.7.15""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001245;CLI-0107;Delta Logistics;PRD-0081;Edge Router ER6 ;261;2682.71;23/07/2024;06/09/2024;cancelled;North;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""6f4415115eea1ab4a1c1875e3abbef3b"", ""platform"": ""desktop"", ""version"": ""1.7.15""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004080;CLI-0167;Horizon Tech;PRD-0006;Battery Pack BP3;122;2567.96;02-13-2022;04-12-2022;confirmed;North;Clara Hughes;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""60d7f1875de01f9092de4d1192ec103a"", ""platform"": ""desktop"", ""version"": ""3.2.20""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001089;CLI-0032;Crestline Partners;PRD-0068;Signal Booster SB7;141;7340.80;2023-11-21;2024-01-04;confirmed;West;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""2f9f58b4936ae6db13b967189fe193f2"", ""platform"": ""mobile"", ""version"": ""2.1.2""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-002239;CLI-0171;Luminary Group;PRD-0002;Battery Pack BP3;76;397.91;09-07-2024;18-Sep-2024;delivered;South;Grace Kim;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""b00f590f5f9d150a9248c9478d171590"", ""platform"": ""api"", ""version"": ""2.8.9""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-004381;CLI-0118;RedLine Operations;PRD-0903;Cooling Unit CU8;38;7842.22;2022-07-30;05-Aug-2022;shipped;South;Elena Moss;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""d39e2b8d21ac9f98597211cf320ff2f4"", ""platform"": ""web"", ""version"": ""3.1.9""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003668;CLI-0155;Acme Corp;PRD-0024;Control Panel X1;179;8778.79;2022-05-20;27/06/2022;pending;East;Hassan Ali;"{""shipping"": {""method"": ""standard"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""6cb4df048ef99e77ec92fe99bdd502c3"", ""platform"": ""web"", ""version"": ""3.4.15""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000214;CLI-0072;PinPoint Retail;PRD-0025;Relay Module 12A;357;7673.59;2023-04-02;2023-04-07;delivered;North;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""e684911def872f713d2cc397290ec335"", ""platform"": ""web"", ""version"": ""2.5.8""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-004792;CLI-0052;Luminary Group;PRD-0075;Signal Booster SB7; 382 ;741.94;26-Apr-2023;2023-05-19;delivered;North;Bob Carter;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""0cd5bac2d5aa6cdb651f5e43e9fa6e16"", ""platform"": ""api"", ""version"": ""4.8.15""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001290;CLI-0905;Evergreen Solutions;PRD-0027;Cooling Unit CU8;173;9475.43;22-May-2022;13/06/2022;shipped;North;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""9ed2036d13884f91446cf0d25ba92313"", ""platform"": ""mobile"", ""version"": ""1.1.20""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003078;CLI-0096;JetPath Services;PRD-0054;Relay Module 12A;191;6883.29;16-Nov-2022;18/12/2022;cancelled;East;Bob Carter;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""f8be7b8c35bfdbf2e62025a7a787697e"", ""platform"": ""api"", ""version"": ""4.6.19""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000405;CLI-0019;JetPath Services;PRD-0015;Temperature Unit T3;96;1481.97;2024-10-07;11-06-2024;delivered;Central;Hassan Ali;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""b0039248dffc3aebeb41e7c76632df83"", ""platform"": ""web"", ""version"": ""1.2.4""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001386;CLI-0047;  Meridian Exports  ;PRD-0005;Network Switch NS2;480;9789.42;10-23-2024;12/11/2024;delivered;West;Bob Carter;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""d273184e35041dfcc83ae389f937e75f"", ""platform"": ""desktop"", ""version"": ""2.0.13""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003302;CLI-0187;Horizon Tech;PRD-0032;Smart Gateway 500;375;6528.14;2022-02-06;03-23-2022;pending;North;Bob Carter;NULL
ORD-004197;CLI-0005;NovaTech Solutions;PRD-0058;Pressure Gauge PG4;272;9335.67;2022-10-20;10-30-2022;cancelled;West;Elena Moss;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""b0b6b2d9167cc39a2450b5545ea3c956"", ""platform"": ""api"", ""version"": ""4.8.2""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001027;CLI-0187;Horizon Tech;PRD-0087;Industrial Sensor v2;276;5001.34;08-01-2023;02-Aug-2023;pending;North;Alice Martin;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""bdc19b985ffc401175037c3a212ad61f"", ""platform"": ""web"", ""version"": ""2.4.2""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000076;CLI-0135;JetPath Services;PRD-0069;Cooling Unit CU8;227;3085.60;2022-11-15;2022-12-05;confirmed;East;Elena Moss;NULL
ORD-002195;CLI-0095;Acme Corp;PRD-0032;Smart Gateway 500;160;2569.04;03-18-2024;05-08-2024;pending;Central;Clara Hughes;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""0ca264ec69e0c0cab69ab038ae908758"", ""platform"": ""desktop"", ""version"": ""2.6.13""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-002131;CLI-0900;JetPath Services;PRD-0076;Relay Module 12A;106;6730.61;08-Mar-2024;2024-05-02;cancelled;East;Grace Kim;"{""device"": {""fingerprint"": ""abc123"" ""platform"": ""web""}}"
